9-0-413618876-0,CCCOCCNCC(COC(=O)[Au])O[Cu],7.30509258160712e-05
9-0-428453346-0,O=C([Au])OCCOCCOCCN[Cu],0.00027757758350662875
9-0-413612531-0,COCCCCN(CCO[Cu])CCOC(=O)[Au],0.00015080793703687331
9-0-413657760-0,CNCC(CN(C)C(C)C(C)O[Cu])OC(=O)[Au],8.548527234835903e-05
9-0-33237843-0,CCC(C)(C#N)NC(=O)C(N[Cu])C(C)OC(=O)[Au],4.3958702534206755e-05
9-0-246299781-0,CCC(CNCC(CSC)OC(=O)[Au])O[Cu],7.204899682586061e-05
9-0-1119511972-0,COCC(NC(=O)[Au])C(=O)NC(C)CN[Cu],3.7858647137945345e-05
9-0-428453407-0,O=C([Au])NCCCNCCO[Cu],0.00013869051725991786
9-0-413598056-0,CCOCCCN(CCO[Cu])CCOC(=O)[Au],0.00011990377835249138
9-0-246209283-0,CCN(CCCCOC(=O)[Au])CCCO[Cu],0.00018269861221281182
9-0-976488023-0,O=C([Au])OCCSCCCCCCCO[Cu],0.0002098591283090502
9-0-33229765-0,C=C(C)C(=O)N(C)CC(COC(=O)[Au])O[Cu],5.062244646682456e-05
9-0-413671977-0,CCN(OC)C(=O)C(O[Cu])C(C)(C)OC(=O)[Au],5.4463821259902664e-05
9-0-246173986-0,CCN(CCCCO[Cu])CCOC(=O)[Au],0.00017939492088208647
9-0-1119525793-0,CCN(CC(N)=O)C(=O)C(CO[Cu])NC(=O)[Au],6.18249537145028e-05
9-0-482405764-0,CC(C)CC(N[Cu])C(=O)NCCNC(=O)[Au],6.073885937728181e-05
9-0-413636185-0,CCOCCCN(CCNC(=O)[Au])CCO[Cu],0.00015569679737029987
9-0-33211833-0,C=CCCN(CCO[Cu])CCOC(=O)[Au],0.00012361236452720963
9-0-482404819-0,CC(CNCC(C)NC(=O)[Au])N[Cu],3.09328409504507e-05
9-0-33229372-0,C=C(Cl)CNC(CN[Cu])CNC(=O)[Au],9.671114937738887e-05
9-0-1119507875-0,CCOC(=O)CN(CCN[Cu])CCNC(=O)[Au],0.00011260838378091458
9-0-538234369-0,CC(CN[Cu])OCCOC(=O)[Au],9.34761839779878e-05
9-0-1119511822-0,COC(=O)C(CNCCCOC(=O)[Au])O[Cu],3.9578728338498866e-05
9-0-246273782-0,CC(C)(CN(CCO[Cu])CC(F)F)NC(=O)[Au],8.671519390817811e-05
9-0-246228390-0,CCN(CCCCCCOC(=O)[Au])CCO[Cu],7.108728408860338e-05
9-0-246200452-0,CC(C)(CNCCC(C)(C)OC(=O)[Au])O[Cu],4.170084465615944e-05
9-0-246179872-0,CN(CCCCCN[Cu])CCOC(=O)[Au],6.328456788644165e-05
9-0-1119520029-0,COC(=O)C(CC(=O)NCCN[Cu])NC(=O)[Au],3.254696381785749e-05
9-0-33213577-0,C=CCOCC(CN(C)CCOC(=O)[Au])O[Cu],0.00011704935091909527
9-0-33213694-0,C=CCN(CCO[Cu])CC(C)OC(=O)[Au],9.071678727803107e-05
9-0-246216257-0,CCC(CCNC(=O)C(CC)N[Cu])OC(=O)[Au],2.8087195557697403e-05
9-0-1119506898-0,CNCCC(=O)NCC(CO[Cu])OC(=O)[Au],7.563841524142813e-05
9-0-413643927-0,CCC(COC(=O)[Au])N(C)CCOCCO[Cu],0.00024440145664277285
9-0-1119507201-0,COC(CNCC(CO[Cu])OC(=O)[Au])OC,0.00010885726349571569
9-0-413631415-0,CC(C)C(CNC(=O)CN[Cu])NC(=O)[Au],8.451707283202103e-05
9-0-1119526324-0,COC(=O)C(C)NC(=O)C(CN[Cu])OC(=O)[Au],0.0001292694696403136
9-0-1119524807-0,O=C([Au])NCC(=O)NCCOCCCN[Cu],0.0001429606333826211
9-0-538226717-0,O=C([Au])NCCCOCCCN[Cu],9.93011944182504e-05
9-0-246312801-0,CCC(CC)(CCNCC(C)OC(=O)[Au])O[Cu],3.858232532355259e-05
9-0-246354162-0,N=C(CO[Cu])NOCCCCCCOC(=O)[Au],9.36023530131861e-05
9-0-246291427-0,CC(CO[Cu])NCC(OC(=O)[Au])C(C)(C)C,3.078888682686618e-05
9-0-482403014-0,O=C([Au])NC(CCCCO[Cu])C(=O)O,4.7959677192200014e-05
9-0-413610210-0,CC=CC(=O)NC(C)(CO[Cu])COC(=O)[Au],4.159287177551393e-05
9-0-413651811-0,CCC(NC(=O)[Au])C(=O)NC(C)(C)CCN[Cu],3.156225962349864e-05
9-0-1119511778-0,CC(C(N)=O)N(C)CC(CNC(=O)[Au])O[Cu],0.00010542550471782579
9-0-13126692-0,C#CCN(CC(=O)O)CC(COC(=O)[Au])O[Cu],5.167261875358785e-05
9-0-246360199-0,CCCC(C)(CNC(=O)CCO[Cu])OC(=O)[Au],7.855264677321553e-05
9-0-33232743-0,CC(C)CC(C#N)NCC(COC(=O)[Au])O[Cu],3.2917942963392554e-05
9-0-413617754-0,CC(CN[Cu])C(=O)NCCCCCOC(=O)[Au],6.813370918550411e-05
9-0-413595601-0,COCCCN(CCO[Cu])CCOC(=O)[Au],0.00013321570740215186
9-0-246411693-0,CC(C)(CNCCCC(C)(C)OC(=O)[Au])O[Cu],3.785533634042351e-05
9-0-413616236-0,O=C([Au])NCC(=O)NCCCCCCN[Cu],7.956300324826183e-05
9-0-413592517-0,CC(CNCC(F)(F)COC(=O)[Au])O[Cu],5.79586063288953e-05
9-0-246362359-0,CCC(C)(O[Cu])C(=O)OCCCOC(=O)[Au],5.510440845110297e-05
9-0-33223156-0,C=CC(CO[Cu])NC(C)C(C)OC(=O)[Au],4.551209086570189e-05
9-0-246412455-0,CCCCCC(CNCC(C)OC(=O)[Au])O[Cu],5.7320105780112405e-05
9-0-246195936-0,CCC(CNCCC(C)O[Cu])OC(=O)[Au],7.408093402675616e-05
9-0-246265795-0,CCC(C)N(CCCOC(=O)[Au])CCO[Cu],6.22630657189653e-05
9-0-1119513215-0,CCOCC(=O)NC(CO[Cu])C(C)OC(=O)[Au],6.488959741006346e-05
9-0-428453552-0,O=C([Au])OCCNCCCO[Cu],0.00014548302838570534
9-0-413666880-0,CC(C)(CCOC(=O)CO[Cu])OC(=O)[Au],4.121101726047836e-05
