9-0-413644455-0,CC(C)C(CNC(=O)CNC(=O)[Au])CO[Cu],0.6804514302731632
9-0-246292713-0,CC(CCCN(CCO[Cu])C(C)C)OC(=O)[Au],1.3950214771720129
9-0-33237992-0,CCC(CC#N)NC(=O)C(NC(=O)[Au])C(C)O[Cu],1.8771128260310397
9-0-1119512168-0,CC(O[Cu])C(=O)NCCCOCCOC(=O)[Au],0.8465184016357507
9-0-13129330-0,C#CCNC(=O)CNC(CO[Cu])COC(=O)[Au],-0.3838989638486324
9-0-1119505457-0,NC(=O)CN(CCO[Cu])CCOC(=O)[Au],-0.7953057112787116
9-0-246165952-0,CCN(CCCO[Cu])CCCOC(=O)[Au],0.8561456304265649
9-0-246315977-0,CCCC(CN(C)C(C)CCO[Cu])OC(=O)[Au],3.0240350122154713
9-0-1119508440-0,COCCN(CCNC(=O)[Au])CCO[Cu],-1.1351004026312166
9-0-246228464-0,CN(CCCCCO[Cu])CCCCNC(=O)[Au],0.9117817045834514
9-0-413641101-0,COCCCCN(CCNC(=O)[Au])CCO[Cu],-0.5576118272405355
9-0-413658623-0,CC(N[Cu])C(C)C(=O)NCC=CCOC(=O)[Au],0.16339876516596463
9-0-413605275-0,CC(C)C(C)(CN[Cu])NCCOC(=O)[Au],1.565831363797175
9-0-13127184-0,CC(C#N)OCCNC(CO[Cu])COC(=O)[Au],-0.40396148753313554
9-0-962043503-0,CC(N[Cu])C(OC(=O)[Au])C(=O)OC(C)(C)C,-0.07789313144172838
9-0-538227682-0,O=C([Au])OCCOCCCOCCO[Cu],0.4424315188010209
9-0-413609437-0,CCOCCN(C)CC(CO[Cu])OC(=O)[Au],1.1591837102668339
9-0-33212329-0,CC(CC#N)NCC(CO[Cu])OC(=O)[Au],-0.2573161007546067
9-0-413641963-0,CCCCC(=O)NCC(CNC(=O)[Au])O[Cu],-0.13239062034787474
9-0-413678226-0,CCNC(=S)NC(COC(=O)[Au])C(C)O[Cu],1.0131643147042102
9-0-413592446-0,CN(CCCOC(=O)[Au])CCO[Cu],-0.9344898976126694
9-0-413632580-0,CCN(CCOCCO[Cu])CC(C)OC(=O)[Au],1.1103421689907587
9-0-1119508922-0,CCOC(=O)C(=O)NCC(COC(=O)[Au])O[Cu],-1.069920768327444
9-0-413618131-0,CCN(CCOC(=O)[Au])C(=O)C(C)(C)O[Cu],0.12913376384544717
9-0-246339176-0,CCC(C)C(CNC(C)CCOC(=O)[Au])O[Cu],2.614463479916522
9-0-538229849-0,CC(C)(CNCCO[Cu])NC(=O)[Au],0.2883924851477674
9-0-1119505085-0,COC(=O)CN(CCO[Cu])CCOC(=O)[Au],0.1806832213837467
9-0-246199125-0,O=C([Au])OCCCSCCOCCO[Cu],2.371442503434765
9-0-1119515148-0,CON(C)C(=O)CC(CNC(=O)[Au])O[Cu],-0.17577289156570924
9-0-1119512021-0,CCN(CCOCCO[Cu])C(=O)COC(=O)[Au],-1.1585606379302014
9-0-33235727-0,C=CCN(C)CC(OC(=O)[Au])C(C)O[Cu],0.6192583005695753
9-0-413630687-0,CC(C)C(CO[Cu])NC(=O)COC(=O)[Au],0.9004783050764003
9-0-1132277999-0,O=C([Au])OCCSCCCSCCO[Cu],1.886241832193476
9-0-787202141-0,N#CN=C(NCCO[Cu])NCCOC(=O)[Au],-1.309412078602909
9-0-33234131-0,C=CC(C)(O[Cu])C(=O)NC(C)CCNC(=O)[Au],0.18730295254855156
9-0-413617150-0,CC(C)C(CCO[Cu])NCCOC(=O)[Au],-0.7258285399672959
9-0-962043366-0,O=C([Au])NCCSCSCCN[Cu],0.7524269566664764
9-0-478224260-0,CC(CN(N)CC(C)OC(=O)[Au])O[Cu],-0.23559599980064871
9-0-13128972-0,C#CCOCC(CNCCO[Cu])OC(=O)[Au],-1.187202499056509
9-0-413643927-0,CCC(COC(=O)[Au])N(C)CCOCCO[Cu],0.7722618873516641
9-0-1030688140-0,C=C(C)C(CCC(OC(=O)[Au])C(=C)C)O[Cu],1.7738964759871176
9-0-1119509817-0,CN(CCO[Cu])CCOCCNC(=O)[Au],0.08647763685888138
9-0-413610849-0,CC(CC(=O)NC(C)CCO[Cu])NC(=O)[Au],0.5194801845594419
9-0-1119512883-0,COCC(C)(O[Cu])C(=O)N(C)CCOC(=O)[Au],1.1587681141856851
9-0-246394304-0,CC(CCCC(=O)OCCCNC(=O)[Au])O[Cu],1.3946095616557697
9-0-1119506635-0,CCOC(=O)CNC(CO[Cu])COC(=O)[Au],0.12287537864997378
9-0-428452917-0,CN(CCO[Cu])CCOC(=O)[Au],1.8136083120174438
9-0-246304000-0,CC(CCNC(C)CC(C)NC(=O)[Au])N[Cu],1.2679289420021678
9-0-1119507664-0,CCS(=O)(=O)NC(C)(CO[Cu])COC(=O)[Au],-0.031041854111242675
9-0-482403593-0,O=C([Au])OCCOCCCCOCCO[Cu],0.6881520307962337
9-0-1119525508-0,CSCCNC(=O)C(COC(=O)[Au])N[Cu],-0.8201965436058984
9-0-246225341-0,CN(CCCCCOC(=O)[Au])CCCO[Cu],1.0485304678258456
9-0-33228440-0,C#CCN(CC#N)CC(OC(=O)[Au])C(C)O[Cu],0.3521728583241699
9-0-538231471-0,O=C([Au])OCCCOCCN[Cu],0.033370276144590955
9-0-413667338-0,CCCN(CCC)C(=O)C(CO[Cu])NC(=O)[Au],0.9197437575385741
9-0-413592517-0,CC(CNCC(F)(F)COC(=O)[Au])O[Cu],0.3294148286303967
9-0-413597686-0,CN(C)CCCCNCC(COC(=O)[Au])O[Cu],1.094272768708809
9-0-538226084-0,CC(COCCOCCOC(=O)[Au])O[Cu],-0.29505473108250746
9-0-413643629-0,CN(CCOCCOC(=O)[Au])CC(C)(C)N[Cu],-0.42049904649832365
9-0-413595038-0,CC(C)(CNCCCO[Cu])OC(=O)[Au],0.4281106355040591
9-0-413673931-0,CC(C)N(C)C(=O)C(CCN[Cu])NC(=O)[Au],-0.37784050913416517
9-0-413617752-0,CC(N[Cu])C(=O)NCCCCCOC(=O)[Au],-0.41430328986312714
9-0-33232011-0,O=C([Au])NC(CCN[Cu])C(=O)NCCCS,-1.4464142588043016
9-0-941887045-0,CCCC(O[Cu])C(CCC)OC(=O)[Au],2.8212672496706497
9-0-1119504894-0,COCCNCC(CO[Cu])OC(=O)[Au],-1.1185814641640213
9-0-322586560-0,CC(C#N)(CO[Cu])N=NC(C)(C#N)COC(=O)[Au],1.1659563988227502
9-0-246295613-0,CC(CCNCC(C)OC(=O)[Au])CCO[Cu],1.3437209058098607
9-0-246408918-0,CCCCC(C)N(CCN[Cu])CCNC(=O)[Au],2.0174819966609885
9-0-679149576-0,O=C([Au])OCCCCCOCCCCCO[Cu],2.934556833904902
9-0-413621493-0,CN(CCCO[Cu])C(=O)CC(C)(C)NC(=O)[Au],0.5519282275896655
9-0-33229765-0,C=C(C)C(=O)N(C)CC(COC(=O)[Au])O[Cu],1.0612364230386384
9-0-1119520212-0,CNCCNC(=O)C(NC(=O)[Au])C(C)O[Cu],-1.0521703078634466
9-0-482405242-0,CC(C)(C)N(CO[Cu])COC(=O)[Au],1.299184977628772
9-0-413691446-0,CC(CCONC(=N)CO[Cu])OC(=O)[Au],-0.21288490960077577
9-0-478223354-0,O=C([Au])NCCC(N[Cu])P(=O)(O)O,-2.844401362284593
9-0-246263586-0,CCN(CC(C)OC(=O)[Au])C(C)CO[Cu],1.3237053977010018
9-0-246289734-0,CCC(NC(C)C(C)OC(=O)[Au])C(C)O[Cu],0.003998059940195642
